id	label	sublabel	description	x	y	cluster	weight<total count>	score<average pub year>	weight<2010~2012 Peoples R China count>	weight<2010~2012 USA count>	weight<2017~2019 Peoples R China count>	weight<2017~2019 USA count>	score<USA ratio for 2010~2012>	score<USA ratio for 2017~2019>	weight<default>
52	52	graphitic carbon nitride; c3n4; bi2wo6; z scheme; biocl	<table><tr><td>Micro-level field:</td><td>52</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>applied catalysis b-environmental; applied surface science; rsc advances; international journal of hydrogen energy; journal of materials chemistry a</td></tr><tr><td>Terms:</td><td>graphitic carbon nitride; c3n4; bi2wo6; z scheme; biocl</td></tr></table>	0.6144	-0.5614	3	30808	2016.5423	1292	169	9614	649	0.115674195756331	0.0632368703108253	10
53	53	drug resistant tuberculosis; tuberculosis screening; health care worker; hepatotoxicity; isoniazid preventive therapy	<table><tr><td>Micro-level field:</td><td>53</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>international journal of tuberculosis and lung disease; plos one; journal of clinical microbiology; bmc infectious diseases; european respiratory journal</td></tr><tr><td>Terms:</td><td>drug resistant tuberculosis; tuberculosis screening; health care worker; hepatotoxicity; isoniazid preventive therapy</td></tr></table>	-0.6651	-0.2184	2	30534	2011.8758	295	1082	651	1468	0.785766158315178	0.692779613025012	10
54	54	frax; vertebral fracture; quantitative ultrasound; trabecular bone score; body composition	<table><tr><td>Micro-level field:</td><td>54</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>osteoporosis international; journal of bone and mineral research; bone; journal of clinical densitometry; calcified tissue international</td></tr><tr><td>Terms:</td><td>frax; vertebral fracture; quantitative ultrasound; trabecular bone score; body composition</td></tr></table>	-0.8273	-0.022	2	30502	2010.3731	265	1368	555	1080	0.837721984078383	0.660550458715596	10
55	55	earnings management; family firm; audit quality; director; audit fee	<table><tr><td>Micro-level field:</td><td>55</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>journal of corporate finance; accounting review; contemporary accounting research; journal of financial economics; corporate governance-an international review</td></tr><tr><td>Terms:</td><td>earnings management; family firm; audit quality; director; audit fee</td></tr></table>	0.0078	0.7656	1	30499	2013.0155	320	1979	1028	2507	0.860809047411918	0.709193776520509	10
56	56	benthic foraminifera; last deglaciation; kyr; odp site; southern ocean	<table><tr><td>Micro-level field:</td><td>56</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>quaternary science reviews; quaternary international; palaeogeography palaeoclimatology palaeoecology; holocene; quaternary research</td></tr><tr><td>Terms:</td><td>benthic foraminifera; last deglaciation; kyr; odp site; southern ocean</td></tr></table>	0.217	-0.0553	4	30412	2010.6903	506	1264	924	1387	0.714124293785311	0.600173085244483	10
57	57	cervical cancer; human papillomavirus type; hpv; cervical intraepithelial neoplasia; hpv vaccination	<table><tr><td>Micro-level field:</td><td>57</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>vaccine; international journal of cancer; plos one; gynecologic oncology; journal of virology</td></tr><tr><td>Terms:</td><td>cervical cancer; human papillomavirus type; hpv; cervical intraepithelial neoplasia; hpv vaccination</td></tr></table>	-0.9149	-0.1604	2	30057	2011.5262	277	1540	628	1757	0.847550908090259	0.736687631027254	10
58	58	polymorphic microsatellite loci; novel microsatellite marker; fagaceae; transferability; habitat fragmentation	<table><tr><td>Micro-level field:</td><td>58</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>molecular ecology; conservation genetics; conservation genetics resources; molecular ecology notes; molecular ecology resources</td></tr><tr><td>Terms:</td><td>polymorphic microsatellite loci; novel microsatellite marker; fagaceae; transferability; habitat fragmentation</td></tr></table>	-0.2642	-0.1814	4	30053	2011.0672	676	1287	655	1217	0.655629139072848	0.650106837606838	10
59	59	fine root; soil respiration; aboveground biomass; allometric equation; efflux	<table><tr><td>Micro-level field:</td><td>59</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>soil biology & biochemistry; forest ecology and management; plant and soil; global change biology; biogeochemistry</td></tr><tr><td>Terms:</td><td>fine root; soil respiration; aboveground biomass; allometric equation; efflux</td></tr></table>	-0.034	-0.1391	4	29968	2012.0175	829	1329	2581	1688	0.615848007414273	0.395408760833919	10
60	60	dengue; zika virus; west nile virus; aedes albopictus; culicidae	<table><tr><td>Micro-level field:</td><td>60</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Sources:</td><td>plos neglected tropical diseases; american journal of tropical medicine and hygiene; journal of virology; plos one; journal of medical entomology</td></tr><tr><td>Terms:</td><td>dengue; zika virus; west nile virus; aedes albopictus; culicidae</td></tr></table>	-0.6258	-0.2107	2	29929	2013.2493	188	1418	665	2908	0.88293897882939	0.813881891967534	10
61	61	multiple sclerosis; neuromyelitis optica; interferon beta; fatigue; effect	<table><tr><td>Micro-level field:</td><td>61</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>multiple sclerosis journal; neurology; multiple sclerosis and related disorders; journal of neurology; journal of neuroimmunology</td></tr><tr><td>Terms:</td><td>multiple sclerosis; neuromyelitis optica; interferon beta; fatigue; effect</td></tr></table>	-0.8196	-0.0734	2	29863	2012.0892	112	1263	301	1658	0.918545454545455	0.846350178662583	10
62	62	statin use; primary prevention; rhabdomyolysis; hmg coa reductase inhibitor; proprotein convertase subtilisin	<table><tr><td>Micro-level field:</td><td>62</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>atherosclerosis; american journal of cardiology; journal of clinical lipidology; circulation; journal of the american college of cardiology</td></tr><tr><td>Terms:</td><td>statin use; primary prevention; rhabdomyolysis; hmg coa reductase inhibitor; proprotein convertase subtilisin</td></tr></table>	-0.8353	-0.0647	2	29850	2010.6889	204	1323	568	1367	0.866404715127701	0.706459948320414	10
63	63	nutritive value; digestibility; aerobic stability; fermentation quality; methane emission	<table><tr><td>Micro-level field:</td><td>63</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>journal of dairy science; revista brasileira de zootecnia-brazilian journal of animal science; animal feed science and technology; journal of animal science; asian-australasian journal of animal sciences</td></tr><tr><td>Terms:</td><td>nutritive value; digestibility; aerobic stability; fermentation quality; methane emission</td></tr></table>	-0.487	-0.2136	4	29676	2010.67	219	728	691	923	0.768743400211193	0.57187112763321	10
64	64	synthesis; erythrocyte; cerebral malaria; plasmodium falciparum; antimalarial activity	<table><tr><td>Micro-level field:</td><td>64</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Sources:</td><td>malaria journal; american journal of tropical medicine and hygiene; plos one; antimicrobial agents and chemotherapy; journal of infectious diseases</td></tr><tr><td>Terms:</td><td>synthesis; erythrocyte; cerebral malaria; plasmodium falciparum; antimalarial activity</td></tr></table>	-0.6137	-0.2338	2	29508	2010.9626	191	1449	306	1541	0.883536585365854	0.834325933946941	10
65	65	free ceramic; relaxor ferroelectric; free piezoelectric ceramic; kna; electrocaloric effect	<table><tr><td>Micro-level field:</td><td>65</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>ferroelectrics; ceramics international; journal of the american ceramic society; journal of applied physics; applied physics letters</td></tr><tr><td>Terms:</td><td>free ceramic; relaxor ferroelectric; free piezoelectric ceramic; kna; electrocaloric effect</td></tr></table>	0.7794	-0.5486	3	29298	2010.8584	1402	522	2158	477	0.271309771309771	0.181024667931689	10
66	66	complete mitochondrial genome; gekkonidae; scincidae; molecular systematic; squamata	<table><tr><td>Micro-level field:</td><td>66</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>molecular phylogenetics and evolution; zootaxa; mitochondrial dna part b-resources; mitochondrial dna part a; molecular ecology</td></tr><tr><td>Terms:</td><td>complete mitochondrial genome; gekkonidae; scincidae; molecular systematic; squamata</td></tr></table>	-0.2604	-0.1819	4	29061	2011.9232	626	1549	1632	1585	0.712183908045977	0.492695057506994	10
67	67	pregabalin; morphine; gabapentin; neuropathic pain; antinociceptive effect	<table><tr><td>Micro-level field:</td><td>67</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>pain; neuroscience letters; neuroscience; european journal of pain; brain research</td></tr><tr><td>Terms:</td><td>pregabalin; morphine; gabapentin; neuropathic pain; antinociceptive effect</td></tr></table>	-0.8019	0.0223	2	29060	2010.4365	429	1384	1039	1253	0.763375620518478	0.546684118673648	10
68	68	oxytocin; vasopressin; oxytocin receptor; intranasal oxytocin; maternal behavior	<table><tr><td>Micro-level field:</td><td>68</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>behavioural brain research; physiology & behavior; hormones and behavior; brain research; journal of neuroendocrinology</td></tr><tr><td>Terms:</td><td>oxytocin; vasopressin; oxytocin receptor; intranasal oxytocin; maternal behavior</td></tr></table>	-0.7301	0.0103	2	29037	2009.231	229	1579	339	1319	0.873340707964602	0.795536791314837	10
69	69	diphenyl ether; tetrachlorodibenzo p dioxin; pbde; flame retardant; tcdd	<table><tr><td>Micro-level field:</td><td>69</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>chemosphere; environmental science & technology; science of the total environment; environmental pollution; environment international</td></tr><tr><td>Terms:</td><td>diphenyl ether; tetrachlorodibenzo p dioxin; pbde; flame retardant; tcdd</td></tr></table>	-0.1866	-0.2699	4	28959	2010.64	850	1079	1570	972	0.559357179885951	0.382376081825334	10
70	70	facial expression recognition; face detection; dimensionality reduction; robust face recognition; texture classification	<table><tr><td>Micro-level field:</td><td>70</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; proceedings of spie; pattern recognition; ieee international conference on image processing icip; international conference on pattern recognition</td></tr><tr><td>Terms:</td><td>facial expression recognition; face detection; dimensionality reduction; robust face recognition; texture classification</td></tr></table>	0.648	0.4504	5	28919	2012.0024	619	237	1368	305	0.276869158878505	0.182307232516438	10
71	71	cholesteric liquid crystal; liquid crystal display; electro optical property; holographic polymer; binary mixture	<table><tr><td>Micro-level field:</td><td>71</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>liquid crystals; molecular crystals and liquid crystals; physical review e; proceedings of spie; japanese journal of applied physics</td></tr><tr><td>Terms:</td><td>cholesteric liquid crystal; liquid crystal display; electro optical property; holographic polymer; binary mixture</td></tr></table>	0.5051	-0.5238	3	28913	2009.2499	366	596	461	517	0.61954261954262	0.528629856850716	10
72	72	voter turnout; us house; electoral system; political knowledge; voter	<table><tr><td>Micro-level field:</td><td>72</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>electoral studies; journal of politics; party politics; political research quarterly; american journal of political science</td></tr><tr><td>Terms:</td><td>voter turnout; us house; electoral system; political knowledge; voter</td></tr></table>	-0.1735	0.8423	1	28558	2012.3535	30	2327	82	2964	0.987271955876114	0.973079448456993	10
73	73	winter wheat; phenology; wheat; vegetation index; rice	<table><tr><td>Micro-level field:</td><td>73</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>remote sensing; ieee international symposium on geoscience and remote sensing igarss; remote sensing of environment; international journal of remote sensing; proceedings of spie</td></tr><tr><td>Terms:</td><td>winter wheat; phenology; wheat; vegetation index; rice</td></tr></table>	0.2576	0.0575	4	28485	2012.7328	628	921	2139	1542	0.594577146546159	0.418907905460473	10
